,alert_type,headline,url,post
107,Road Conditions,No Travel Advised issued for northeastern North Dakota,/dotnet/news/Public/View/8230,"No Travel Advised issued for northeastern North
Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have
issued a No Travel Advisory for northeastern
North Dakota due to blowing and drifting snow creating icy road conditions,
areas of near zero visibility, and hazardous driving conditions. Cities
included in the No Travel Advisory are
Grand Forks, Drayton, Pembina, Cavalier, and surrounding areas. A No Travel Advisory means
conditions are such that motorists should not travel in these areas. A No Travel Advisory remains
in effect for south central North Dakota due to blowing snow creating icy road
conditions, areas of near zero visibility and hazardous driving conditions.
Cities included in the No Travel
Advisory are Jamestown, Valley City, Ashley, Ellendale, and surrounding
areas.  A
Travel Alert remains in effect for
southeastern North Dakota due to slippery road conditions and reduced
visibility. Cities included in the Travel
Alert are Fargo, Hillsboro, Wahpeton, Lisbon, and surrounding areas.  The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service. Conditions
may vary from those reported."
108,Road Conditions,No Travel Advised for south central North Dakota,/dotnet/news/Public/View/8229,"No Travel Advised for south central North
Dakota; Travel Alert extended to southeastern North Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have
issued a No Travel Advisory for
south central North Dakota due to blowing snow creating icy road conditions,
areas of near zero visibility, and life threatening driving conditions. Cities
included in the No Travel Advisory are
Jamestown, Valley City, Ashley, Ellendale, and surrounding areas. A No Travel Advisory means
conditions are such that motorists should not travel in these areas. A Travel Alert has
been issued for southeastern North Dakota due to blowing snow creating slippery
road conditions and reduced visibility. Cities included in the Travel Alert are Fargo, Hillsboro,
Wahpeton, Lisbon, and surrounding areas. A Travel Alert means conditions are
such that motorists can still travel in these areas, but should be
advised of rapidly changing conditions. Motorists are encouraged to wear seat
belts, reduce speed, and drive according to the conditions. A
Travel Alert remains in effect for
northeastern and southwestern North Dakota due to slippery road conditions and
reduced visibility. Cities included in the Travel
Alert are Grand Forks, Drayton, Beach, Belfield, Dickinson, Richardton,
Bowman, and surrounding areas. Motorists are asked to use caution when meeting
and passing vehicles as snow fog will reduce visibility. 
The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate. 2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service. Conditions
may vary from those reported."
109,Road Conditions,Travel Alert issued for southwestern North Dakota,/dotnet/news/Public/View/8228,"February 23, 20195:40 p.m. Travel Alert issued for southwestern North
Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have
issued a Travel Alert for southwestern
North Dakota due to blowing snow sticking to the roadways creating unexpected stretches
of very icy roads. Cities included in the Travel
Alert are Beach, Belfield, Dickinson, Richardton, Bowman, and surrounding
areas. A
Travel Alert means conditions are such that motorists can still
travel in these areas, but should be advised of rapidly changing
conditions. Motorists are encouraged to wear seat belts, reduce speed, and
drive according to the conditions. A
Travel Alert remains in effect for northeastern
North Dakota due to slippery road conditions and reduced visibility. Motorists are
asked to use caution when meeting and passing vehicles as snow fog will reduce
visibility.   The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
110,Road Conditions,No Travel Advised LIFTED for portions of southeastern North Dakota; Travel Alert remains in effect for eastern North Dakota,/dotnet/news/Public/View/8227,"February 23, 20197:45 a.m. No Travel Advised LIFTED for portions of
southeastern North Dakota; Travel Alert remains in effect for eastern North
Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have
LIFTED a No Travel Advisory for southeastern
North Dakota. A Travel Alert remains
in effect in the area due to slippery road conditions and reduced visibility. Cities
included in the Travel Alert are Valley
City, Ellendale, Wahpeton, Fargo, Grand Forks, and surrounding areas. Motorists are asked to
use caution when meeting and passing vehicles a snow fog will reduce
visibility. A Travel Alert means
conditions are such that motorists can still travel in these areas, but
should be advised of rapidly changing conditions. Motorists are encouraged to
wear seat belts, reduce speed, and drive according to the conditions.The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
111,Road Conditions,No Travel Advised for portions of southeastern ND; Travel Alert extended in eastern ND,/dotnet/news/Public/View/8226,"The North Dakota Department of Transportation (NDDOT)
along with the North Dakota Highway Patrol (NDHP) have issued a No
Travel Advisory for Ashley, Ellendale, Wahpeton and surrounding areas in
the far southeastern portion of the state due to snow creating near zero
visibility.  A No Travel Advisory means conditions are such that motorists
should not travel in these areas.  
The Travel Alert is extended to include
Valley City, Grand Forks, Drayton, and surrounding areas in eastern ND due to
snow creating areas of reduced visibility. A Travel Alert remains in
effect for Fargo, Hillsboro and surrounding areas due to snow creating slippery
road conditions and areas of reduced visibility. Motorists are asked to
use caution when meeting and passing vehicles as snow fog will reduce
visibility. A Travel Alert means conditions are such
that motorists can still travel in these areas, but should be advised
of rapidly changing conditions. Motorists are encouraged to wear seat belts,
reduce speeds and drive according to the conditions. 
NDDOT releases information to inform the public about
travel conditions throughout the state. The three categories are as
follows: 
 

TRAVEL ALERT – Motorists can still travel but
     may encounter areas of challenging winter weather driving conditions on
     roadways. Motorists should allow extra time to reach their destination and
     be alert to conditions that may make travel difficult, change rapidly, or
     cause travel delays. A TRAVEL ALERT has the potential to change to a NO
     TRAVEL ADVISED if conditions deteriorate.

 

NO TRAVEL ADVISED – Motorists should not travel due
     to hazardous conditions which may make it unsafe to travel. Snowplows
     may be pulled from the roads during severe conditions. Motorists should
     take NO TRAVEL ADVISED seriously as those motorists who choose to travel
     at their own risk may become stranded and emergency responders may not be
     able to reach them safely. A NO TRAVEL ADVISED has the potential to change
     to a ROAD CLOSED OR BLOCKED if conditions deteriorate.

 

ROAD CLOSED OR BLOCKED – Motorists are not allowed to
     travel on a closed road due to life threatening conditions. The road
     may be impassible or blocked. Motorists who drive past a road closure
     device may be fined up to $250. 

 All travelers are encouraged to monitor road conditions
as weather conditions occur and use caution while traveling. For road
information, call 511 from any type of phone or go to the Travel Information
Map at www.dot.nd.gov. Please be advised that road condition information on 511 and the
travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is
based upon the information available to the NDDOT at the time of preparation
and is provided solely as a public service. Conditions may vary from those
reported."
112,Road Conditions,Travel Alert issued for southeastern ND,/dotnet/news/Public/View/8225,"The North Dakota Department of Transportation (NDDOT)
along with the North Dakota Highway Patrol (NDHP) have issued a Travel
Alert in southeast North Dakota due to snow creating slippery road
conditions and areas of reduced visibility. Motorists are asked to use caution when
meeting and passing vehicles as snow fog will reduce visibility. Cities included in the Travel Alert are Fargo, Wahpeton, Gwinner,
Hillsboro and surrounding areas. A Travel Alert means
conditions are such that motorists can still travel in these areas,
but should be advised of rapidly changing conditions. Motorists are encouraged
to wear seat belts, reduce speeds and drive according to the conditions. 
NDDOT releases information to inform the public about
travel conditions throughout the state. The three categories are as
follows: 
 

TRAVEL ALERT – Motorists can still travel but
     may encounter areas of challenging winter weather driving conditions on
     roadways. Motorists should allow extra time to reach their destination and
     be alert to conditions that may make travel difficult, change rapidly, or
     cause travel delays. A TRAVEL ALERT has the potential to change to a NO
     TRAVEL ADVISED if conditions deteriorate.

 

NO TRAVEL ADVISED – Motorists should not travel due
     to hazardous conditions which may make it unsafe to travel. Snowplows
     may be pulled from the roads during severe conditions. Motorists should
     take NO TRAVEL ADVISED seriously as those motorists who choose to travel
     at their own risk may become stranded and emergency responders may not be
     able to reach them safely. A NO TRAVEL ADVISED has the potential to change
     to a ROAD CLOSED OR BLOCKED if conditions deteriorate.

 

ROAD CLOSED OR BLOCKED – Motorists are not allowed to
     travel on a closed road due to life threatening conditions. The road
     may be impassible or blocked. Motorists who drive past a road closure
     device may be fined up to $250. 

All travelers are encouraged to monitor road conditions
as weather conditions occur and use caution while traveling. For road
information, call 511 from any type of phone or go to the Travel Information
Map at www.dot.nd.gov. Please be advised that road condition information on 511 and the
travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is
based upon the information available to the NDDOT at the time of preparation
and is provided solely as a public service. Conditions may vary from those
reported."
114,Road Conditions,Travel Alert issued for northeast North Dakota,/dotnet/news/Public/View/8223,"The North Dakota Department of
Transportation (NDDOT) along with the North Dakota Highway Patrol (NDHP) have
issued a Travel Alert for northeast
North Dakota due to snow creating slippery road conditions and areas of reduced
visibility. Motorists are asked to use caution when meeting and passing
vehicles as snow fog will reduce visibility. Cities included in the Travel Alert are Grand
Forks, Drayton, Pembina, Cavalier and surrounding areas. A Travel Alert means
conditions are such that motorists
can still travel in these areas, but should be advised of
rapidly changing conditions. Motorists are encouraged to wear seat belt, reduce
speeds and drive according to the conditions.   
 
All
travelers are encouraged to monitor road conditions as weather conditions occur
and use caution while traveling. For road information, call 511 from any type
of phone or go to the Travel Information Map at www.dot.nd.gov. Please be advised that road condition information on 511 and the
travel map is updated daily from 5 a.m. until 10 p.m. CDT. The road report is
based upon the information available to the NDDOT at the time of preparation
and is provided solely as a public service. Conditions may vary from those
reported."
115,Road Conditions,Travel Alert issued for southwest North Dakota,/dotnet/news/Public/View/8222,"February 16, 20196:00 p.m. Travel Alert issued for southwest North DakotaThe North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have issued a Travel Alert for southwest
North Dakota due to heavy snowfall and snow covered roads causing reduced visibility
and slippery road conditions. Use caution when meeting and passing vehicles due
to limited visibility caused by snow fog. Cities included in the Travel Alert are Bowman, Hettinger,
Mott, New England, and surrounding areas. A Travel Alert means
conditions are such that motorists can still travel in these areas, but
should be advised of rapidly changing conditions. Motorists are encouraged to
reduce speeds and drive according to the conditions.  The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate. 2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate. 3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
118,Road Conditions,Travel Alert issued for portions of north central North Dakota ,/dotnet/news/Public/View/8219,"The
North Dakota Department of Transportation (NDDOT) along with the North Dakota
Highway Patrol (NDHP) have issued a Travel Alert for portions of north
central North Dakota, including Devils Lake, Rugby, Carrington, Langdon and
surrounding areas due to snow creating snow fog conditions with reduced
visibility. A Travel Alert means conditions are such that motorists
can still travel in these areas, but should be advised of changing
conditions. 
Motorists are asked to use caution when
meeting and passing vehicles and snowplows as today’s snow fall may create
“snow fog” or whiteout conditions. Snow fog occurs when plowing light snow or cross
winds from vehicles when meeting or passing them. The best practice for
motorists is to be patient and wait until the snowplow pulls over to pass.
Also, it is recommended to reduce your speed and double your normal following
distance when following a snowplow.
 
Motorists are encouraged to reduce speeds,
drive according to the conditions and always wear your seat belt. All travelers
are encouraged to monitor road conditions as weather conditions occur and use
caution while traveling. For road information, call 511 from any type of phone
or go to the Travel Information Map at www.dot.nd.gov."
120,Road Conditions,I-29 from Fargo to the South Dakota Border OPEN at 7 a.m.,/dotnet/news/Public/View/8217,"The North Dakota Department of Transportation
(NDDOT) along with the North Dakota Highway Patrol (NDHP) will OPEN I-29
from Fargo to the South Dakota Border at 7 a.m. Also ND Highway
13 eastbound and westbound OPEN between I-29 and Wahpeton
A Travel Alert is in effect for Grand Forks
and surrounding areas due snow covered roads. A Travel Alert means means
conditions are such that motorists can still travel in these areas, but
should be advised of rapidly changing conditions. Motorists are encouraged to
reduce speeds and drive according to the conditions. 
All travelers are encouraged to monitor
road conditions as weather conditions occur. For road information, call 511
from any type of phone or go to the Travel Information Map at www.dot.nd.gov. Motorists should check surrounding states for their
current road condition information. 
 
The NDDOT works hard to keep travelers
informed of road conditions. However, the road conditions are not reported 24
hours a day but updated every day from 5 a.m. to 10 p.m. Central Time,
including holidays. It’s important to remember that the conditions may vary
from what is being reported."
121,Road Conditions,I-94 from Jamestown to Fargo OPEN; I-29 from Grand Forks to Fargo OPEN,/dotnet/news/Public/View/8216,"The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have OPENED I-94 from Jamestown
to Fargo. Also I-29 from Grand Forks to Fargo now OPEN.
A Travel Alert is in effect for Grand Forks
and surrounding areas due snow covered roads. A Travel Alert means means
conditions are such that motorists can still travel in these areas, but
should be advised of rapidly changing conditions. Motorists are encouraged to
reduce speeds and drive according to the conditions. 
As a reminder, the following closures remain in effect for North
Dakota:

I-29 northbound and southbound is still CLOSED
     from Fargo to South Dakota border
ND
     Highway 13 eastbound and westbound CLOSED between I-29 and Wahpeton
All travelers are encouraged to monitor
road conditions as weather conditions occur. For road information, call 511
from any type of phone or go to the Travel Information Map at www.dot.nd.gov. Motorists should check surrounding states for their
current road condition information. 
 
The NDDOT works hard to keep travelers
informed of road conditions. However, the road conditions are not reported 24
hours a day but updated every day from 5 a.m. to 10 p.m. Central Time,
including holidays. It’s important to remember that the conditions may vary
from what is being reported."
122,Road Conditions,NDDOT plows being pulled from state highways in eastern ND,/dotnet/news/Public/View/8215,"North
Dakota Department of Transportation (NDDOT) snow operators have been working
hard since early morning hours and throughout the day. NDDOT plows are being
pulled from state highways this evening in eastern North Dakota. Blizzard
conditions are expected to continue into the night and snow drifts may be
encountered at structures and sheltered areas and additional roadways may
become blocked overnight. NDDOT snow plows will resume operation early tomorrow
morning. Plows will continue to operate overnight on the highways in the
Fargo metro area. 
As
a reminder, the following closures and advisories remain in effect for North
Dakota:

I-29
     northbound and southbound CLOSED from Grand Forks to South Dakota
     border
ND
     Highway 13 eastbound and westbound CLOSED between I-29 and Wahpeton
     
I-94
     eastbound lanes CLOSED from Jamestown to Fargo and I-94 westbound
     lanes CLOSED from Fargo to Valley City. 

Road Closed means
      motorists are not allowed to travel on a closed road due to life
      threatening conditions. The road may be impassible or blocked. Motorists
      who drive past a road closure device may be fined up to $250. 

A No Travel Advisory is in effect for all of
     eastern North Dakota due to heavy snow and blowing snow which is creating
     near zero visibility and hazardous driving conditions. The No Travel
     Advisory includes Fargo, Wahpeton, Jamestown, Valley City, Grand
     Forks, Pembina and surrounding areas. A No Travel Advisory means
     conditions are such that motorists should not travel in these areas. Roads may become blocked at structures and sheltered
     areas due to heavy winds.

All travelers are encouraged to monitor
road conditions as weather conditions occur. For road information, call 511
from any type of phone or go to the Travel Information Map at www.dot.nd.gov. Motorists should check surrounding states for their
current road condition information. 
The NDDOT works hard to keep travelers
informed of road conditions. However, the road conditions are not reported 24
hours a day but updated every day from 5 a.m. to 10 p.m. Central Time,
including holidays. It’s important to remember that the conditions may vary
from what is being reported."
123,Road Conditions,Truck parking becoming limited at North Dakota interstate closure points,/dotnet/news/Public/View/8214,"Commercial
Motor Vehicle parking is becoming limited at the interstate closure points in
eastern North Dakota. Commercial Motor Vehicles should consider stopping prior
to closure points. Jamestown especially has limited truck park available and
commercial trucks should consider stopping in Steele or Bismarck. 
 
As
a reminder, the following closures and advisories are in effect:

I-29
     northbound and southbound CLOSED from Grand Forks to South Dakota
     border
ND
     Highway 13 eastbound and westbound CLOSED between I-29 and Wahpeton
     
I-94
     eastbound lanes CLOSED from Jamestown to Fargo and I-94 westbound
     lanes CLOSED from Fargo to Valley City. 
A No Travel Advisory is in effect for all of
     eastern North Dakota due to heavy snow and blowing snow which is creating
     near zero visibility and hazardous driving conditions. The No Travel
     Advisory includes Fargo, Wahpeton, Jamestown, Valley City, Grand
     Forks, Pembina and surrounding areas. A No Travel Advisory means
     conditions are such that motorists should not travel in these areas. Roads may become blocked at structures and sheltered
     areas due to heavy winds.

 
All travelers are encouraged to monitor
road conditions as weather conditions occur. For road information, call 511
from any type of phone or go to the Travel Information Map at www.dot.nd.gov. 

The NDDOT works hard to keep travelers
informed of road conditions. However, the road conditions are not reported 24
hours a day but updated every day from 5 a.m. to 10 p.m. Central Time,
including holidays. It’s important to remember that the conditions may vary
from what is being reported."
124,Road Conditions,I-29 CLOSED from Fargo to South Dakota border ,/dotnet/news/Public/View/8213,"The North
Dakota Department of Transportation (NDDOT) along with the North Dakota Highway
Patrol (NDHP) have CLOSED I-29 northbound and southbound lanes from
Fargo to the South Dakota border due to heavy snow and blowing snow creating
near zero visibility and dangerous driving conditions. Road Closed means
motorists are not allowed to travel on a closed road due to life threatening
conditions. The road may be impassible or blocked. Motorists who drive past a
road closure device may be fined up to $250. 
As a reminder,
the following closures and advisories remain in effect:
I-29
northbound and southbound CLOSED from Fargo to Grand ForksND
Highway 13 eastbound and westbound CLOSED between I-29 and Wahpeton I-94
eastbound lanes CLOSED from Jamestown to Fargo and I-94 westbound lanes CLOSED
from Fargo to Valley City. A No
Travel Advisory is in effect for all of eastern North Dakota due to heavy
snow and blowing snow which is creating near zero visibility and hazardous
driving conditions. The No Travel Advisory includes Fargo, Wahpeton,
Jamestown, Valley City, Grand Forks, Pembina and surrounding areas. A No
Travel Advisory means conditions are such that motorists should not
travel in these areas.
Roads may become blocked at structures and sheltered areas due to heavy winds.



Please be advised that road
condition information on 511 and the travel map is updated daily from 5 a.m.
until 10 p.m. CDT. The road report is based upon the information available to
the NDDOT at the time of preparation and is provided solely as a public
service. Conditions may vary from those reported."
125,Road Conditions,I-29 CLOSED between Fargo and Grand Forks; Hwy. 13 closed between I-29 and Wahpeton,/dotnet/news/Public/View/8212,"The North
Dakota Department of Transportation (NDDOT) along with the North Dakota Highway
Patrol (NDHP) have CLOSED I-29 northbound and southbound lanes from
Fargo to Grand Forks and CLOSED ND Highway 13 eastbound and westbound
lanes from I-29 to Wahpeton due to heavy snow and blowing snow creating near
zero visibility and dangerous driving conditions. Road Closed means
motorists are not allowed to travel on a closed road due to life threatening
conditions. The road may be impassible or blocked. Motorists who drive past a
road closure device may be fined up to $250. 
As a reminder,
the following closures and advisories remain in effect:
I-94
eastbound lanes CLOSED from Jamestown to Fargo and I-94 westbound lanes CLOSED
from Fargo to Valley City. A No
Travel Advisory is in effect for all of eastern North Dakota due to heavy
snow and blowing snow which is creating near zero visibility and hazardous
driving conditions. The No Travel Advisory includes Fargo, Wahpeton,
Jamestown, Valley City, Grand Forks, Pembina and surrounding areas. A No
Travel Advisory means conditions are such that motorists should not
travel in these areas.
Roads may become blocked at structures and sheltered areas due to heavy winds.

 Please be advised that road
condition information on 511 and the travel map is updated daily from 5 a.m.
until 10 p.m. CDT. The road report is based upon the information available to
the NDDOT at the time of preparation and is provided solely as a public
service. Conditions may vary from those reported."
127,Road Conditions,I-94 CLOSED eastbound from Jamestown to Fargo and westbound Fargo to Valley City,/dotnet/news/Public/View/8210,"The North
Dakota Department of Transportation (NDDOT) along with the North Dakota Highway
Patrol (NDHP) have CLOSED eastbound lanes of I-94 from Jamestown to
Fargo and westbound lanes from Fargo to Valley City due to heavy snow and
blowing snow which is creating near zero
visibility and dangerous driving conditions.
Road Closed means motorists are not allowed to
travel on a closed road due to life threatening conditions. The road may be
impassible or blocked. Motorists who drive past a road closure device may be
fined up to $250. A No Travel Advisory is in effect for eastern North Dakota due to heavy snow and blowing snow
which is near zero visibility and hazardous driving conditions. The No
Travel Advisory includes Fargo, Hillsboro, Casselton, Wahpeton, Jamestown,
Valley City, Ashley, Cooperstown, Grand Forks, and surrounding areas. A No Travel Advisory means conditions are such that motorists
should not travel in these areas.

A Travel Alert remains in effect for northeastern North
Dakota, including Drayton, Pembina, Cavalier, and surrounding areas due to snow
and blowing snow which is creating reduced visibility and hazardous driving
conditions. A Travel Alert means conditions are
such that motorists can still travel in these areas, but should be
advised of rapidly changing conditions. Motorists are encouraged to reduce
speeds and drive according to the conditions. The three
categories are as follows:
1.    TRAVEL ALERT – Motorists can still travel but may encounter areas of
challenging winter weather driving conditions on roadways. Motorists should
allow extra time to reach their destination and be alert to conditions that may
make travel difficult, change rapidly, or cause travel delays. A TRAVEL ALERT
has the potential to change to a NO TRAVEL ADVISED if conditions deteriorate. 
2.    NO TRAVEL ADVISED – Motorists should not travel due to hazardous conditions which
may make it unsafe to travel. Snowplows may be pulled from the roads during
severe conditions. Motorists should take NO TRAVEL ADVISED seriously as those
motorists who choose to travel at their own risk may become stranded and
emergency responders may not be able to reach them safely. A NO TRAVEL ADVISED
has the potential to change to a ROAD CLOSED OR BLOCKED if conditions
deteriorate. 
3.    ROAD CLOSED OR BLOCKED – Motorists are not allowed to travel on a closed road due to life
threatening conditions. The road may be impassible or blocked. Motorists who
drive past a road closure device may be fined up to $250.Please be advised
that road condition information on 511 and the travel map is updated daily from
5 a.m. until 10 p.m. CDT. The road report is based upon the information
available to the NDDOT at the time of preparation and is provided solely as a
public service. Conditions may vary from those reported."
128,Road Conditions,No Travel Advised issued for portions of eastern North Dakota,/dotnet/news/Public/View/8209,"February 6, 20196:00 p.m. No Travel Advised issued for portions of
eastern North Dakota The North Dakota Department of Transportation (NDDOT) along with
the North Dakota Highway Patrol (NDHP) have issued a No Travel Advisory for portions of eastern North Dakota due to
heavy snow and blowing snow which is near zero visibility and hazardous driving
conditions. The No Travel Advisory includes
Fargo, Hillsboro, Casselton, Jamestown, Valley City, Ashley, Cooperstown, Grand
Forks, and surrounding areas. A No Travel Advisory means
conditions are such that motorists should not travel in these areas.  A Travel Alert remains
in effect for northeastern North Dakota, including Drayton, Pembina, Cavalier,
and surrounding areas due to snow and blowing snow which is creating reduced visibility
and hazardous driving conditions. A Travel Alert means conditions are
such that motorists can still travel in these areas, but should be
advised of rapidly changing conditions. Motorists are encouraged to reduce
speeds and drive according to the conditions.  A Travel Alert remains
in effect for southeastern North Dakota, including Lisbon, Gwinner, Wahpeton,
and surrounding areas due to snow and blowing snow which is causing reduced visibility
and hazardous driving conditions. A Travel Alert means conditions are
such that motorists can still travel in these areas, but should be
advised of rapidly changing conditions. Motorists are encouraged to reduce
speeds and drive according to the conditions.  The
three categories are as follows:1.    TRAVEL ALERT – Motorists can still
travel but may encounter areas of challenging winter weather driving conditions
on roadways. Motorists should allow extra time to reach their destination and
be alert to conditions that may make travel difficult, change rapidly, or cause
travel delays. A TRAVEL ALERT has the potential to change to a NO TRAVEL
ADVISED if conditions deteriorate.  2.    NO TRAVEL ADVISED – Motorists should not
travel due to hazardous conditions which may make it unsafe to travel.
Snowplows may be pulled from the roads during severe conditions. Motorists
should take NO TRAVEL ADVISED seriously as those motorists who choose to travel
at their own risk may become stranded and emergency responders may not be able
to reach them safely. A NO TRAVEL ADVISED has the potential to change to a ROAD
CLOSED OR BLOCKED if conditions deteriorate.  3.    ROAD CLOSED OR BLOCKED – Motorists are not
allowed to travel on a closed road due to life threatening conditions. The road
may be impassible or blocked. Motorists who drive past a road closure device
may be fined up to $250. Please be advised that road condition
information on 511 and the travel map is updated daily from 5 a.m. until 10
p.m. CDT. The road report is based upon the information available to the NDDOT
at the time of preparation and is provided solely as a public service.
Conditions may vary from those reported."
