,date,text,keywords,location,source,ngrams,spacy_location,spacy_location_no_ngram
113,2018-11-07 18:42:20+00:00,Highway 111/Nicollet CR 5 - Crash - Road closed until further notice. Find alternate route. pic.twitter.com/4rvD4qJWLk,,,twitter,(111 Nicollet) (111 Nicollet CR) (5 Crash) (5 Crash Road) (CR 5) (CR 5 Crash) (Crash Road) (Crash Road closed) (Find alternate) (Find alternate route) (Highway 111) (Highway 111 Nicollet) (Nicollet CR) (Nicollet CR 5) (Road closed) (Road closed notice) (alternate route) (alternate route pic) (closed notice) (closed notice Find) (com 4rvD4qJWLk) (notice Find) (notice Find alternate) (pic twitter) (pic twitter com) (route pic) (route pic twitter) (twitter com) (twitter com 4rvD4qJWLk) (text_combined) ,111 111 Crash Crash Road Crash Crash Road Crash Road 111 111 Nicollet CR Nicollet CR 5) ,111 111 Crash Crash Road Crash Crash Road Crash Road 111 111 Nicollet CR Nicollet CR 5) 
114,2018-10-22 17:15:19+00:00,Good news! Weather cooperated and 3 legs of Hwy 22 and County Road 90 roundabout to open early tomorrow morning-Tuesday. Hwy 22 south of CR 90 remains closed until early Nov. Detour remains in place.,,,twitter,(22 County) (22 County Road) (22 south) (22 south CR) (3 legs) (3 legs Hwy) (90 remains) (90 remains closed) (90 roundabout) (90 roundabout open) (CR 90) (CR 90 remains) (County Road) (County Road 90) (Detour remains) (Detour remains place) (Good news) (Good news Weather) (Hwy 22) (Hwy 22 County) (Hwy 22 south) (Nov Detour) (Nov Detour remains) (Road 90) (Road 90 roundabout) (Tuesday Hwy) (Tuesday Hwy 22) (Weather cooperated) (Weather cooperated 3) (closed early) (closed early Nov) (cooperated 3) (cooperated 3 legs) (early Nov) (early Nov Detour) (early tomorrow) (early tomorrow morning) (legs Hwy) (legs Hwy 22) (morning Tuesday) (morning Tuesday Hwy) (news Weather) (news Weather cooperated) (open early) (open early tomorrow) (remains closed) (remains closed early) (remains place) (roundabout open) (roundabout open early) (south CR) (south CR 90) (tomorrow morning) (tomorrow morning Tuesday) (text_combined) ,22 22 County Road 22 22 CR 3 3 90 90 90 90 CR County Road County Road 90 Detour Detour Hwy 22 Hwy 22 90 90 Tuesday Tuesday Hwy 22 3 early Nov 3 3 early Nov early tomorrow early tomorrow morning Hwy Hwy 22 Tuesday morning Tuesday Weather Weather CR CR tomorrow morning tomorrow morning Tuesday ,22 22 County Road 22 22 CR 3 3 90 90 90 90 CR County Road County Road 90 Detour Detour Hwy 22 Hwy 22 90 90 Tuesday Tuesday Hwy 22 3 early Nov 3 3 early Nov early tomorrow early tomorrow morning Hwy Hwy 22 Tuesday morning Tuesday Weather Weather CR CR tomorrow morning tomorrow morning Tuesday 
115,2018-10-15 19:09:07+00:00,"Hwy 60 near Windom CLOSED due to crash. Traffic is being detoured to Hwy 71, Airport Road and Cottonwood CR 2. Could be closed awhile longer. pic.twitter.com/weLdwvocd9",,,twitter,(2 Could) (2 Could closed) (60 near) (60 near Windom) (71 Airport) (71 Airport Road) (Airport Road) (Airport Road Cottonwood) (CLOSED crash) (CLOSED crash Traffic) (CR 2) (CR 2 Could) (Cottonwood CR) (Cottonwood CR 2) (Could closed) (Could closed awhile) (Hwy 60) (Hwy 60 near) (Hwy 71) (Hwy 71 Airport) (Road Cottonwood) (Road Cottonwood CR) (Traffic detoured) (Traffic detoured Hwy) (Windom CLOSED) (Windom CLOSED crash) (awhile longer) (awhile longer pic) (closed awhile) (closed awhile longer) (com weLdwvocd9) (crash Traffic) (crash Traffic detoured) (detoured Hwy) (detoured Hwy 71) (longer pic) (longer pic twitter) (near Windom) (near Windom CLOSED) (pic twitter) (pic twitter com) (twitter com) (twitter com weLdwvocd9) (text_combined) ,2 2 60 60 Windom 71 Airport 71 Airport Road (Airport Road (Airport Road Cottonwood CR 2 Could Hwy 60) Hwy 60 Road Cottonwood CR Windom CLOSED Traffic Traffic Hwy Hwy 71 Windom Windom CLOSED ,2 2 60 60 Windom 71 Airport 71 Airport Road (Airport Road (Airport Road Cottonwood CR 2 Could Hwy 60) Hwy 60 Road Cottonwood CR Windom CLOSED Traffic Traffic Hwy Hwy 71 Windom Windom CLOSED 
116,2018-09-21 12:34:34+00:00,ROAD CLOSED Hwy 93 between Hwy 169 and Henderson near the Rush river.,,,twitter,(169 Henderson) (169 Henderson near) (93 Hwy) (93 Hwy 169) (CLOSED Hwy) (CLOSED Hwy 93) (Henderson near) (Henderson near Rush) (Hwy 169) (Hwy 169 Henderson) (Hwy 93) (Hwy 93 Hwy) (ROAD CLOSED) (ROAD CLOSED Hwy) (Rush river) (near Rush) (near Rush river) (text_combined) ,169 169 93 93 93 Rush 169 169 93 Rush Rush Rush ,169 169 93 93 93 Rush 169 169 93 Rush Rush Rush 
117,2018-09-21 02:33:39+00:00,ROAD CLOSED to TRUCKS due to sagging power line over Hwy 13 S of Waseca (btwn Hwy14 and Co Road 15). Crew on scene helping cars and pickups get through on shoulder. No detour is established as many local roads are also blocked with debris and powerlines.,,,twitter,(13 S) (13 S Waseca) (15 Crew) (15 Crew scene) (CLOSED TRUCKS) (CLOSED TRUCKS sagging) (Co Road) (Co Road 15) (Crew scene) (Crew scene helping) (Hwy 13) (Hwy 13 S) (Hwy14 Co) (Hwy14 Co Road) (No detour) (No detour established) (ROAD CLOSED) (ROAD CLOSED TRUCKS) (Road 15) (Road 15 Crew) (S Waseca) (S Waseca btwn) (TRUCKS sagging) (TRUCKS sagging power) (Waseca btwn) (Waseca btwn Hwy14) (blocked debris) (blocked debris powerlines) (btwn Hwy14) (btwn Hwy14 Co) (cars pickups) (cars pickups shoulder) (debris powerlines) (detour established) (detour established local) (established local) (established local roads) (helping cars) (helping cars pickups) (line Hwy) (line Hwy 13) (local roads) (local roads blocked) (pickups shoulder) (pickups shoulder No) (power line) (power line Hwy) (roads blocked) (roads blocked debris) (sagging power) (sagging power line) (scene helping) (scene helping cars) (shoulder No) (shoulder No detour) (text_combined) ,13 15 15 Co Road Co Road 15 13 Hwy14 Co Hwy14 Co Road 15 S Waseca S Waseca TRUCKS TRUCKS Waseca Waseca Hwy14 Hwy14 Hwy14 Co Hwy Hwy 13 Hwy ,13 15 15 Co Road Co Road 15 13 Hwy14 Co Hwy14 Co Road 15 S Waseca S Waseca TRUCKS TRUCKS Waseca Waseca Hwy14 Hwy14 Hwy14 Co Hwy Hwy 13 Hwy 
118,2018-09-20 20:48:49+00:00,The excavator has arrived. Hwy 169 southbound one lane closed for clean-up. Watch for workers - AND NEVER DRIVE ON A FLOODED ROAD. http:// 511mn.org https:// twitter.com/mndotscentral/ status/1042851437691191297 …,,,twitter,(169 southbound) (169 southbound lane) (511mn org) (511mn org https) (A FLOODED) (A FLOODED ROAD) (AND NEVER) (AND NEVER DRIVE) (DRIVE ON) (DRIVE ON A) (FLOODED ROAD) (FLOODED ROAD http) (Hwy 169) (Hwy 169 southbound) (NEVER DRIVE) (NEVER DRIVE ON) (ON A) (ON A FLOODED) (ROAD http) (ROAD http 511mn) (The excavator) (The excavator arrived) (Watch workers) (Watch workers AND) (arrived Hwy) (arrived Hwy 169) (clean Watch) (clean Watch workers) (closed clean) (closed clean Watch) (com mndotscentral) (com mndotscentral status) (excavator arrived) (excavator arrived Hwy) (http 511mn) (http 511mn org) (https twitter) (https twitter com) (lane closed) (lane closed clean) (mndotscentral status) (mndotscentral status 1042851437691191297) (org https) (org https twitter) (southbound lane) (southbound lane closed) (status 1042851437691191297) (twitter com) (twitter com mndotscentral) (workers AND) (workers AND NEVER) (text_combined) ,169 169 511mn 511mn FLOODED 169 169 NEVER DRIVE ON 511mn Watch Watch Watch Hwy 511mn 511mn NEVER ,169 169 511mn 511mn FLOODED 169 169 NEVER DRIVE ON 511mn Watch Watch Watch Hwy 511mn 511mn NEVER 
119,2018-07-17 17:58:19+00:00,Hwy 4 near Sherburn is OPEN! It was closed on 6/23 due to rising water and was reopened to single lane traffic on 7/6. Use caution in the area as a flood wall is still in place on the west side of the road. It is the last road in D7 to reopen. #MNwx #flooding pic.twitter.com/6v39TZVTon,#MNwx #flooding,,twitter,(23 rising) (23 rising water) (4 near) (4 near Sherburn) (6 23) (6 23 rising) (6 Use) (6 Use caution) (7 6) (7 6 Use) (D7 reopen) (D7 reopen MNwx) (Hwy 4) (Hwy 4 near) (It closed) (It closed 6) (It road) (It road D7) (MNwx flooding) (MNwx flooding pic) (OPEN It) (OPEN It closed) (Sherburn OPEN) (Sherburn OPEN It) (Use caution) (Use caution area) (area flood) (area flood wall) (caution area) (caution area flood) (closed 6) (closed 6 23) (com 6v39TZVTon) (flood wall) (flood wall place) (flooding pic) (flooding pic twitter) (lane traffic) (lane traffic 7) (near Sherburn) (near Sherburn OPEN) (pic twitter) (pic twitter com) (place west) (place west road) (reopen MNwx) (reopen MNwx flooding) (reopened single) (reopened single lane) (rising water) (rising water reopened) (road D7) (road D7 reopen) (road It) (road It road) (single lane) (single lane traffic) (traffic 7) (traffic 7 6) (twitter com) (twitter com 6v39TZVTon) (wall place) (wall place west) (water reopened) (water reopened single) (west road) (west road It) (text_combined) ,23 23 Sherburn 6 23 6 23 6 6 6 Hwy 4) Hwy 4 6 Sherburn OPEN Sherburn OPEN 6 6 23 7 Sherburn Sherburn OPEN 7 6 ,23 23 Sherburn 6 23 6 23 6 6 6 Hwy 4) Hwy 4 6 Sherburn OPEN Sherburn OPEN 6 6 23 7 Sherburn Sherburn OPEN 7 6 
120,2018-07-15 01:57:27+00:00,"Partial CLOSURE ALERT. Hwy 22 near the south limits of Gaylord. There is a large hole in the roadway. Currently State Patrol is directing traffic around the hole. MnDOT crews are in route. If necessary, the road will be closed completely to complete emergency repairs.",,,twitter,(22 near) (22 near south) (ALERT Hwy) (ALERT Hwy 22) (CLOSURE ALERT) (CLOSURE ALERT Hwy) (Currently State) (Currently State Patrol) (Gaylord There) (Gaylord There large) (Hwy 22) (Hwy 22 near) (If necessary) (If necessary road) (MnDOT crews) (MnDOT crews route) (Partial CLOSURE) (Partial CLOSURE ALERT) (Patrol directing) (Patrol directing traffic) (State Patrol) (State Patrol directing) (There large) (There large hole) (closed completely) (closed completely complete) (complete emergency) (complete emergency repairs) (completely complete) (completely complete emergency) (crews route) (crews route If) (directing traffic) (directing traffic hole) (emergency repairs) (hole MnDOT) (hole MnDOT crews) (hole roadway) (hole roadway Currently) (large hole) (large hole roadway) (limits Gaylord) (limits Gaylord There) (near south) (near south limits) (necessary road) (necessary road closed) (road closed) (road closed completely) (roadway Currently) (roadway Currently State) (route If) (route If necessary) (south limits) (south limits Gaylord) (traffic hole) (traffic hole MnDOT) (text_combined) ,22 22 ALERT Hwy 22 22 Hwy 22 State Patrol State Patrol Gaylord Gaylord There State Gaylord ,22 22 ALERT Hwy 22 22 Hwy 22 State Patrol State Patrol Gaylord Gaylord There State Gaylord 
121,2018-07-12 20:53:55+00:00,"Hwy 19 east of Henderson is still closed. Water is receding, and once it's far enough off the roadway we can work on repairs. We anticipate to be able to work on it on Monday and reopen to traffic after. We'll update on Twitter when we do.",,,twitter,(19 east) (19 east Henderson) (Henderson closed) (Henderson closed Water) (Hwy 19) (Hwy 19 east) (Monday reopen) (Monday reopen traffic) (Water receding) (Water receding s) (We anticipate) (We anticipate able) (We ll) (We ll update) (able work) (able work Monday) (anticipate able) (anticipate able work) (closed Water) (closed Water receding) (east Henderson) (east Henderson closed) (far roadway) (far roadway work) (ll update) (ll update Twitter) (receding s) (receding s far) (reopen traffic) (reopen traffic We) (repairs We) (repairs We anticipate) (roadway work) (roadway work repairs) (s far) (s far roadway) (traffic We) (traffic We ll) (update Twitter) (work Monday) (work Monday reopen) (work repairs) (work repairs We) (text_combined) ,19 19 Henderson Henderson Henderson closed Water Hwy 19 Hwy 19 east Monday Monday Monday Water Water Henderson Henderson Twitter Twitter Monday Monday ,19 19 Henderson Henderson Henderson closed Water Hwy 19 Hwy 19 east Monday Monday Monday Water Water Henderson Henderson Twitter Twitter Monday Monday 
122,2018-07-10 16:38:01+00:00,Hwy 263 in Welcome is closed for necessary repairs on the railroad tracks. Detour is posted on http:// 511mn.org pic.twitter.com/3rx1eN58zR,,,twitter,(263 Welcome) (263 Welcome closed) (511mn org) (511mn org pic) (Detour posted) (Detour posted http) (Hwy 263) (Hwy 263 Welcome) (Welcome closed) (Welcome closed necessary) (closed necessary) (closed necessary repairs) (com 3rx1eN58zR) (http 511mn) (http 511mn org) (necessary repairs) (necessary repairs railroad) (org pic) (org pic twitter) (pic twitter) (pic twitter com) (posted http) (posted http 511mn) (railroad tracks) (railroad tracks Detour) (repairs railroad) (repairs railroad tracks) (tracks Detour) (tracks Detour posted) (twitter com) (twitter com 3rx1eN58zR) (text_combined) ,263 263 511mn 511mn Detour Detour 263 3rx1eN58zR 511mn 511mn 511mn Detour Detour Detour 3rx1eN58zR ,263 263 511mn 511mn Detour Detour 263 3rx1eN58zR 511mn 511mn 511mn Detour Detour Detour 3rx1eN58zR 
123,2018-07-06 19:16:38+00:00,It’s OPEN! At least one lane is open... Hwy 4 North of Sherburn closed since June 23rd is open to single lane traffic. Crews have installed temp flood walls to keep water off of the road. Use caution in area #flooding pic.twitter.com/wCLqQzYpeR,#flooding,,twitter,(23rd open) (23rd open single) (4 North) (4 North Sherburn) (At lane) (At lane open) (Crews installed) (Crews installed temp) (Hwy 4) (Hwy 4 North) (It s) (It s OPEN) (June 23rd) (June 23rd open) (North Sherburn) (North Sherburn closed) (OPEN At) (OPEN At lane) (Sherburn closed) (Sherburn closed June) (Use caution) (Use caution area) (area flooding) (area flooding pic) (caution area) (caution area flooding) (closed June) (closed June 23rd) (com wCLqQzYpeR) (flood walls) (flood walls water) (flooding pic) (flooding pic twitter) (installed temp) (installed temp flood) (lane open) (lane open Hwy) (lane traffic) (lane traffic Crews) (open Hwy) (open Hwy 4) (open single) (open single lane) (pic twitter) (pic twitter com) (road Use) (road Use caution) (s OPEN) (s OPEN At) (single lane) (single lane traffic) (temp flood) (temp flood walls) (traffic Crews) (traffic Crews installed) (twitter com) (twitter com wCLqQzYpeR) (walls water) (walls water road) (water road) (water road Use) (text_combined) ,23rd 23rd 4 4 North Sherburn Crews Crews Hwy 4) North June 23rd June 23rd North Sherburn North Sherburn Sherburn Sherburn June June June 23rd Hwy Crews Hwy Hwy 4 OPEN Crews Crews ,23rd 23rd 4 4 North Sherburn Crews Crews Hwy 4) North June 23rd June 23rd North Sherburn North Sherburn Sherburn Sherburn June June June 23rd Hwy Crews Hwy Hwy 4 OPEN Crews Crews 
124,2018-07-05 19:29:25+00:00,"UPDATE: Hwy 68 near Courtland is OPEN. The road was closed since July 1 due to a mudslide - crews have since cleared significant mud, trees and debris. Check http:// 511mn.org for the latest road conditions.",,,twitter,(1 mudslide) (1 mudslide crews) (511mn org) (511mn org latest) (68 near) (68 near Courtland) (Check http) (Check http 511mn) (Courtland OPEN) (Courtland OPEN The) (Hwy 68) (Hwy 68 near) (July 1) (July 1 mudslide) (OPEN The) (OPEN The road) (The road) (The road closed) (UPDATE Hwy) (UPDATE Hwy 68) (cleared significant) (cleared significant mud) (closed July) (closed July 1) (crews cleared) (crews cleared significant) (debris Check) (debris Check http) (http 511mn) (http 511mn org) (latest road) (latest road conditions) (mud trees) (mud trees debris) (mudslide crews) (mudslide crews cleared) (near Courtland) (near Courtland OPEN) (org latest) (org latest road) (road closed) (road closed July) (road conditions) (significant mud) (significant mud trees) (trees debris) (trees debris Check) (text_combined) ,1 511mn 511mn 68 68 Courtland 511mn Courtland OPEN Courtland OPEN The 68 Hwy 68 July 1 July 1 mudslide UPDATE Hwy UPDATE Hwy 68 July July 1 Check Check 511mn Courtland Courtland OPEN July Check ,1 511mn 511mn 68 68 Courtland 511mn Courtland OPEN Courtland OPEN The 68 Hwy 68 July 1 July 1 mudslide UPDATE Hwy UPDATE Hwy 68 July July 1 Check Check 511mn Courtland Courtland OPEN July Check 
125,2018-07-02 22:09:57+00:00,Hwy 93 from Hwy 169 to Henderson is OPEN. It was previously closed due to flooding of the Minnesota River. Check http:// 511mn.org for road updates dues to flooding in the area #mnwx,#mnwx,,twitter,(169 Henderson) (169 Henderson OPEN) (511mn org) (511mn org road) (93 Hwy) (93 Hwy 169) (Check http) (Check http 511mn) (Henderson OPEN) (Henderson OPEN It) (Hwy 169) (Hwy 169 Henderson) (Hwy 93) (Hwy 93 Hwy) (It previously) (It previously closed) (Minnesota River) (Minnesota River Check) (OPEN It) (OPEN It previously) (River Check) (River Check http) (area mnwx) (closed flooding) (closed flooding Minnesota) (dues flooding) (dues flooding area) (flooding Minnesota) (flooding Minnesota River) (flooding area) (flooding area mnwx) (http 511mn) (http 511mn org) (org road) (org road updates) (previously closed) (previously closed flooding) (road updates) (road updates dues) (updates dues) (updates dues flooding) (text_combined) ,169 169 Henderson OPEN 511mn 511mn 93 93 511mn Henderson OPEN Henderson OPEN It 169 169 93 Minnesota River Minnesota River Check Minnesota Minnesota Minnesota River 511mn ,169 169 Henderson OPEN 511mn 511mn 93 93 511mn Henderson OPEN Henderson OPEN It 169 169 93 Minnesota River Minnesota River Check Minnesota Minnesota Minnesota River 511mn 
126,2018-07-01 22:51:54+00:00,Crews have begun cleanup of over 8 feet of mud on the road and numerous trees. A large shelf of additional mud and trees is approximately 30 feet above the roadway. Road will remain closed until slope can be stabilized. https:// twitter.com/mndotscentral/ status/1013501481834745857 …,,,twitter,(30 feet) (30 feet roadway) (8 feet) (8 feet mud) (A large) (A large shelf) (Crews begun) (Crews begun cleanup) (Road remain) (Road remain closed) (additional mud) (additional mud trees) (approximately 30) (approximately 30 feet) (begun cleanup) (begun cleanup 8) (cleanup 8) (cleanup 8 feet) (closed slope) (closed slope stabilized) (com mndotscentral) (com mndotscentral status) (feet mud) (feet mud road) (feet roadway) (feet roadway Road) (https twitter) (https twitter com) (large shelf) (large shelf additional) (mndotscentral status) (mndotscentral status 1013501481834745857) (mud road) (mud road numerous) (mud trees) (mud trees approximately) (numerous trees) (numerous trees A) (remain closed) (remain closed slope) (road numerous) (road numerous trees) (roadway Road) (roadway Road remain) (shelf additional) (shelf additional mud) (slope stabilized) (slope stabilized https) (stabilized https) (stabilized https twitter) (status 1013501481834745857) (trees A) (trees A large) (trees approximately) (trees approximately 30) (twitter com) (twitter com mndotscentral) (text_combined) ,30 feet 30 feet 8 feet 8 feet Crews Crews approximately 30 approximately 30 feet 8 feet 1013501481834745857 approximately 30 ,30 feet 30 feet 8 feet 8 feet Crews Crews approximately 30 approximately 30 feet 8 feet 1013501481834745857 approximately 30 
127,2018-07-01 19:15:57+00:00,Update ROAD CLOSED Hwy 68 west of Blue Earth Co Road 45 (just south of Courtland). Significant mud and tree debris on roadway. Road will be closed indefinitely. pic.twitter.com/ycGeLfOvGc,,,twitter,(45 just) (45 just south) (68 west) (68 west Blue) (Blue Earth) (Blue Earth Co) (CLOSED Hwy) (CLOSED Hwy 68) (Co Road) (Co Road 45) (Courtland Significant) (Courtland Significant mud) (Earth Co) (Earth Co Road) (Hwy 68) (Hwy 68 west) (ROAD CLOSED) (ROAD CLOSED Hwy) (Road 45) (Road 45 just) (Road closed) (Road closed indefinitely) (Significant mud) (Significant mud tree) (Update ROAD) (Update ROAD CLOSED) (closed indefinitely) (closed indefinitely pic) (com ycGeLfOvGc) (debris roadway) (debris roadway Road) (indefinitely pic) (indefinitely pic twitter) (just south) (just south Courtland) (mud tree) (mud tree debris) (pic twitter) (pic twitter com) (roadway Road) (roadway Road closed) (south Courtland) (south Courtland Significant) (tree debris) (tree debris roadway) (twitter com) (twitter com ycGeLfOvGc) (west Blue) (west Blue Earth) (text_combined) ,45 45 68 68 Blue Blue Earth Co 68 Co Road Co Road 45 Courtland Significant Courtland Significant Earth Co Earth Co Road 68 68 45 45 Courtland Courtland Courtland Significant Blue Earth ,45 45 68 68 Blue Blue Earth Co 68 Co Road Co Road 45 Courtland Significant Courtland Significant Earth Co Earth Co Road 68 68 45 45 Courtland Courtland Courtland Significant Blue Earth 
128,2018-07-01 18:42:21+00:00,ROAD CLOSED DUE TO MUDSLIDE. Hwy 68 near Courtland. Crews in route to assess the situation and remove debris if safe to do so.,,,twitter,(68 near) (68 near Courtland) (CLOSED DUE) (CLOSED DUE TO) (Courtland Crews) (Courtland Crews route) (Crews route) (Crews route assess) (DUE TO) (DUE TO MUDSLIDE) (Hwy 68) (Hwy 68 near) (MUDSLIDE Hwy) (MUDSLIDE Hwy 68) (ROAD CLOSED) (ROAD CLOSED DUE) (TO MUDSLIDE) (TO MUDSLIDE Hwy) (assess situation) (assess situation remove) (debris safe) (near Courtland) (near Courtland Crews) (remove debris) (remove debris safe) (route assess) (route assess situation) (situation remove) (situation remove debris) (text_combined) ,68 68 Courtland Courtland Crews Courtland Crews Crews Hwy 68) Hwy 68 MUDSLIDE Hwy 68 Courtland Courtland Crews ,68 68 Courtland Courtland Crews Courtland Crews Crews Hwy 68) Hwy 68 MUDSLIDE Hwy 68 Courtland Courtland Crews 
129,2018-06-30 13:55:21+00:00,Hwy 93 from Hwy 169 to Le Sueur is OPEN. It was previously closed due to flooding of the Minnesota River. Check http:// 511mn.org for road conditions as we continue to closely monitor rivers in the area #mnwx #flooding #MnDOT,#mnwx #flooding #MnDOT,,twitter,(169 Le) (169 Le Sueur) (511mn org) (511mn org road) (93 Hwy) (93 Hwy 169) (Check http) (Check http 511mn) (Hwy 169) (Hwy 169 Le) (Hwy 93) (Hwy 93 Hwy) (It previously) (It previously closed) (Le Sueur) (Le Sueur OPEN) (Minnesota River) (Minnesota River Check) (OPEN It) (OPEN It previously) (River Check) (River Check http) (Sueur OPEN) (Sueur OPEN It) (area mnwx) (area mnwx flooding) (closed flooding) (closed flooding Minnesota) (closely monitor) (closely monitor rivers) (conditions continue) (conditions continue closely) (continue closely) (continue closely monitor) (flooding Minnesota) (flooding Minnesota River) (flooding MnDOT) (http 511mn) (http 511mn org) (mnwx flooding) (mnwx flooding MnDOT) (monitor rivers) (monitor rivers area) (org road) (org road conditions) (previously closed) (previously closed flooding) (rivers area) (rivers area mnwx) (road conditions) (road conditions continue) (text_combined) ,169 169 511mn 511mn 93 93 511mn 169 Hwy 93) Le Sueur Le Sueur OPEN Minnesota River Minnesota River Check Minnesota Minnesota Minnesota River MnDOT 511mn MnDOT ,169 169 511mn 511mn 93 93 511mn 169 Hwy 93) Le Sueur Le Sueur OPEN Minnesota River Minnesota River Check Minnesota Minnesota Minnesota River MnDOT 511mn MnDOT 
130,2018-06-26 05:08:36+00:00,The waiting game begins... The final section of roadway in the Le Sueur/Henderson area is now closed. Hwy 19 and both segments of 93 are closed until floodwaters recede and any damage can be repaired. Stay tuned for updates on the Hwy 169 reconstruction impacts to the area pic.twitter.com/bUnPg9yCm7,,,twitter,(169 reconstruction) (169 reconstruction impacts) (19 segments) (19 segments 93) (93 closed) (93 closed floodwaters) (Henderson area) (Henderson area closed) (Hwy 169) (Hwy 169 reconstruction) (Hwy 19) (Hwy 19 segments) (Le Sueur) (Le Sueur Henderson) (Stay tuned) (Stay tuned updates) (Sueur Henderson) (Sueur Henderson area) (The final) (The final section) (The waiting) (The waiting game) (area closed) (area closed Hwy) (area pic) (area pic twitter) (begins The) (begins The final) (closed Hwy) (closed Hwy 19) (closed floodwaters) (closed floodwaters recede) (com bUnPg9yCm7) (damage repaired) (damage repaired Stay) (final section) (final section roadway) (floodwaters recede) (floodwaters recede damage) (game begins) (game begins The) (impacts area) (impacts area pic) (pic twitter) (pic twitter com) (recede damage) (recede damage repaired) (reconstruction impacts) (reconstruction impacts area) (repaired Stay) (repaired Stay tuned) (roadway Le) (roadway Le Sueur) (section roadway) (section roadway Le) (segments 93) (segments 93 closed) (tuned updates) (tuned updates Hwy) (twitter com) (twitter com bUnPg9yCm7) (updates Hwy) (updates Hwy 169) (waiting game) (waiting game begins) (text_combined) ,169 169 19 19 93 93 93 Henderson 169 169 19 19 Le Sueur Henderson Sueur Henderson Sueur Henderson Hwy Hwy Hwy 19 Stay Le Le Sueur Le 93 93 Hwy Hwy 169 ,169 169 19 19 93 93 93 Henderson 169 169 19 19 Le Sueur Henderson Sueur Henderson Sueur Henderson Hwy Hwy Hwy 19 Stay Le Le Sueur Le 93 93 Hwy Hwy 169 
131,2018-06-25 15:52:32+00:00,Water still rising at on Hwy 4 near Sherburn. Road remains closed indefinitely. pic.twitter.com/QNxRthqNE4,,,twitter,(4 near) (4 near Sherburn) (Hwy 4) (Hwy 4 near) (Road remains) (Road remains closed) (Sherburn Road) (Sherburn Road remains) (Water rising) (Water rising Hwy) (closed indefinitely) (closed indefinitely pic) (com QNxRthqNE4) (indefinitely pic) (indefinitely pic twitter) (near Sherburn) (near Sherburn Road) (pic twitter) (pic twitter com) (remains closed) (remains closed indefinitely) (rising Hwy) (rising Hwy 4) (twitter com) (twitter com QNxRthqNE4) (text_combined) ,Sherburn Hwy 4) Hwy 4 Road Sherburn Road Sherburn Road Sherburn Sherburn Road Hwy Hwy 4 ,Sherburn Hwy 4) Hwy 4 Road Sherburn Road Sherburn Road Sherburn Sherburn Road Hwy Hwy 4 
132,2018-06-24 22:25:38+00:00,Heavy rains falling in southern Minnesota near Blue Earth. Highway 169 closed in town. With current saturated ground other roads may go underwater with little notice. #MNwx #Flooding pic.twitter.com/I0MNW1Zrof,#MNwx #Flooding,,twitter,(169 closed) (169 closed town) (Blue Earth) (Blue Earth Highway) (Earth Highway) (Earth Highway 169) (Flooding pic) (Flooding pic twitter) (Heavy rains) (Heavy rains falling) (Highway 169) (Highway 169 closed) (MNwx Flooding) (MNwx Flooding pic) (Minnesota near) (Minnesota near Blue) (With current) (With current saturated) (closed town) (closed town With) (com I0MNW1Zrof) (current saturated) (current saturated ground) (falling southern) (falling southern Minnesota) (ground roads) (ground roads underwater) (little notice) (little notice MNwx) (near Blue) (near Blue Earth) (notice MNwx) (notice MNwx Flooding) (pic twitter) (pic twitter com) (rains falling) (rains falling southern) (roads underwater) (roads underwater little) (saturated ground) (saturated ground roads) (southern Minnesota) (southern Minnesota near) (town With) (town With current) (twitter com) (twitter com I0MNW1Zrof) (underwater little) (underwater little notice) (text_combined) ,169 169 Blue Earth Highway Earth Highway Earth Highway 169 Heavy Heavy 169 169 Minnesota Minnesota Blue Minnesota Blue Blue Earth MNwx Flooding Minnesota Minnesota ,169 169 Blue Earth Highway Earth Highway Earth Highway 169 Heavy Heavy 169 169 Minnesota Minnesota Blue Minnesota Blue Blue Earth MNwx Flooding Minnesota Minnesota 
133,2018-06-13 21:05:20+00:00,"ROAD CLOSED: Hwy 71 is closed south of Hwy 14 near Sanborn due to a crash. Traffic is being detoured on CR15 east and west, and CR115 north and south.",,,twitter,(14 near) (14 near Sanborn) (71 closed) (71 closed south) (CLOSED Hwy) (CLOSED Hwy 71) (CR115 north) (CR115 north south) (CR15 east) (CR15 east west) (Hwy 14) (Hwy 14 near) (Hwy 71) (Hwy 71 closed) (ROAD CLOSED) (ROAD CLOSED Hwy) (Sanborn crash) (Sanborn crash Traffic) (Traffic detoured) (Traffic detoured CR15) (closed south) (closed south Hwy) (crash Traffic) (crash Traffic detoured) (detoured CR15) (detoured CR15 east) (east west) (east west CR115) (near Sanborn) (near Sanborn crash) (north south) (south Hwy) (south Hwy 14) (west CR115) (west CR115 north) (text_combined) ,14 14 Sanborn 71 71 CR115 CR115 14 14 71 71 Traffic Traffic CR115 Sanborn Sanborn Hwy 14 CR115 CR115 ,14 14 Sanborn 71 71 CR115 CR115 14 14 71 71 Traffic Traffic CR115 Sanborn Sanborn Hwy 14 CR115 CR115 
